month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2021-09,WOODLANDS,4 ROOM,759,WOODLANDS AVE 6,10 TO 12,103,Model A,1998,75 years 08 months,417500
2021-10,WOODLANDS,4 ROOM,720,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,74 years 07 months,485000
2021-11,WOODLANDS,4 ROOM,759,WOODLANDS AVE 6,10 TO 12,101,Model A,1998,75 years 06 months,435000
2021-11,WOODLANDS,4 ROOM,724,WOODLANDS AVE 6,10 TO 12,102,Model A,1997,74 years 11 months,445000
2021-11,WOODLANDS,4 ROOM,792,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,75 years 01 month,460000
2021-11,WOODLANDS,4 ROOM,677,WOODLANDS AVE 6,10 TO 12,101,Model A,1998,75 years 10 months,488000
2022-01,WOODLANDS,4 ROOM,760,WOODLANDS AVE 6,10 TO 12,102,Model A,1998,75 years 01 month,455000
2022-02,WOODLANDS,4 ROOM,791,WOODLANDS AVE 6,10 TO 12,101,Model A,1997,74 years 10 months,472000
2022-04,WOODLANDS,4 ROOM,763,WOODLANDS AVE 6,10 TO 12,101,Model A,1998,75 years 01 month,460000
2022-06,WOODLANDS,4 ROOM,761,WOODLANDS AVE 6,10 TO 12,103,Model A,1998,74 years 09 months,440000
2022-06,WOODLANDS,4 ROOM,791,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,74 years 06 months,495000
2022-07,WOODLANDS,4 ROOM,760,WOODLANDS AVE 6,10 TO 12,102,Model A,1998,74 years 07 months,465000
2022-07,WOODLANDS,4 ROOM,719,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,73 years 11 months,485000
2022-09,WOODLANDS,4 ROOM,693A,WOODLANDS AVE 6,10 TO 12,92,Model A,2018,95 years 01 month,578000
2022-11,WOODLANDS,4 ROOM,759,WOODLANDS AVE 6,10 TO 12,102,Model A,1998,74 years 06 months,455000
2022-11,WOODLANDS,4 ROOM,762,WOODLANDS AVE 6,10 TO 12,101,Model A,1998,74 years 04 months,465000
2022-11,WOODLANDS,4 ROOM,763,WOODLANDS AVE 6,10 TO 12,103,Model A,1998,74 years 06 months,470000
2022-11,WOODLANDS,4 ROOM,627,WOODLANDS AVE 6,10 TO 12,90,Model A2,1998,74 years 10 months,470000
2022-11,WOODLANDS,4 ROOM,693A,WOODLANDS AVE 6,10 TO 12,92,Model A,2018,94 years 11 months,595800
2022-12,WOODLANDS,4 ROOM,693A,WOODLANDS AVE 6,10 TO 12,93,Model A,2018,94 years 10 months,547000
2022-12,WOODLANDS,4 ROOM,693A,WOODLANDS AVE 6,10 TO 12,92,Model A,2018,94 years 10 months,590888
2023-01,WOODLANDS,4 ROOM,792,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,73 years 11 months,508888
2023-01,WOODLANDS,4 ROOM,723,WOODLANDS AVE 6,10 TO 12,102,Model A,1997,73 years 06 months,483000
2023-01,WOODLANDS,4 ROOM,627,WOODLANDS AVE 6,10 TO 12,96,Model A2,1998,74 years 07 months,470888
2023-03,WOODLANDS,4 ROOM,762,WOODLANDS AVE 6,10 TO 12,103,Model A,1998,73 years 11 months,488000
2023-03,WOODLANDS,4 ROOM,758,WOODLANDS AVE 6,10 TO 12,102,Model A,1998,74 years,475000
2023-04,WOODLANDS,4 ROOM,724,WOODLANDS AVE 6,10 TO 12,103,Model A,1997,73 years 06 months,490000
2023-04,WOODLANDS,4 ROOM,718,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,73 years 04 months,500000
2023-05,WOODLANDS,4 ROOM,758,WOODLANDS AVE 6,10 TO 12,102,Model A,1998,73 years 11 months,481888
2023-06,WOODLANDS,4 ROOM,627,WOODLANDS AVE 6,10 TO 12,96,Model A2,1998,74 years 03 months,503000
2023-07,WOODLANDS,4 ROOM,793,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,73 years 05 months,515000
2023-07,WOODLANDS,4 ROOM,760,WOODLANDS AVE 6,10 TO 12,103,Model A,1998,73 years 08 months,480000
2023-07,WOODLANDS,4 ROOM,763,WOODLANDS AVE 6,10 TO 12,102,Model A,1998,73 years 10 months,500000
2023-07,WOODLANDS,4 ROOM,791,WOODLANDS AVE 6,10 TO 12,101,Model A,1997,73 years 05 months,550000
2023-10,WOODLANDS,4 ROOM,693B,WOODLANDS AVE 6,10 TO 12,92,Model A,2018,94 years,535000
2023-12,WOODLANDS,4 ROOM,760,WOODLANDS AVE 6,10 TO 12,101,Model A,1998,73 years 03 months,520000
2023-12,WOODLANDS,4 ROOM,693C,WOODLANDS AVE 6,10 TO 12,92,Model A,2018,93 years 10 months,598888
2023-12,WOODLANDS,4 ROOM,627,WOODLANDS AVE 6,10 TO 12,90,Model A2,1998,73 years 09 months,495000
2024-01,WOODLANDS,4 ROOM,763,WOODLANDS AVE 6,10 TO 12,103,Model A,1998,73 years 04 months,497000
