month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2021-06,JURONG EAST,4 ROOM,282,TOH GUAN RD,10 TO 12,90,Model A2,1998,76 years 06 months,480000
2021-06,JURONG EAST,4 ROOM,269,TOH GUAN RD,10 TO 12,100,Model A,1999,76 years 11 months,563000
2021-07,JURONG EAST,4 ROOM,53,TEBAN GDNS RD,10 TO 12,83,Simplified,1986,64 years 06 months,340000
2021-07,JURONG EAST,4 ROOM,47,TEBAN GDNS RD,10 TO 12,93,New Generation,1985,63 years 02 months,395000
2021-08,JURONG EAST,4 ROOM,47,TEBAN GDNS RD,10 TO 12,93,New Generation,1985,63 years,410000
2021-08,JURONG EAST,4 ROOM,261,JURONG EAST ST 24,10 TO 12,111,New Generation,1983,60 years 08 months,440000
2021-08,JURONG EAST,4 ROOM,20,TEBAN GDNS RD,10 TO 12,92,Model A,2013,91 years 01 month,455000
2021-08,JURONG EAST,4 ROOM,57,TEBAN GDNS RD,10 TO 12,92,Model A,2016,94 years 04 months,465000
2021-08,JURONG EAST,4 ROOM,56,TEBAN GDNS RD,10 TO 12,92,Model A,2016,94 years 03 months,480000
2021-09,JURONG EAST,4 ROOM,32,TEBAN GDNS RD,10 TO 12,99,New Generation,1981,58 years 11 months,380000
2021-10,JURONG EAST,4 ROOM,113,JURONG EAST ST 13,10 TO 12,90,New Generation,1981,58 years 09 months,458000
2021-10,JURONG EAST,4 ROOM,409,PANDAN GDNS,10 TO 12,97,New Generation,1978,56 years 02 months,468000
2021-10,JURONG EAST,4 ROOM,101,JURONG EAST ST 13,10 TO 12,101,New Generation,1983,60 years 06 months,490000
2021-11,JURONG EAST,4 ROOM,261,JURONG EAST ST 24,10 TO 12,95,New Generation,1983,60 years 05 months,388999
2021-11,JURONG EAST,4 ROOM,30,TEBAN GDNS RD,10 TO 12,99,New Generation,1981,58 years 09 months,410000
2021-11,JURONG EAST,4 ROOM,218,JURONG EAST ST 21,10 TO 12,91,New Generation,1984,62 years 01 month,450000
2021-12,JURONG EAST,4 ROOM,30,TEBAN GDNS RD,10 TO 12,99,New Generation,1981,58 years 08 months,440000
2022-01,JURONG EAST,4 ROOM,224,JURONG EAST ST 21,10 TO 12,91,New Generation,1984,61 years 10 months,460000
2022-02,JURONG EAST,4 ROOM,25,TEBAN GDNS RD,10 TO 12,99,Model A,1993,70 years 05 months,425000
2022-02,JURONG EAST,4 ROOM,273,TOH GUAN RD,10 TO 12,101,Model A,1999,76 years 01 month,540000
2022-03,JURONG EAST,4 ROOM,60,TEBAN GDNS RD,10 TO 12,90,Model A,2003,80 years 05 months,440000
2022-04,JURONG EAST,4 ROOM,219,JURONG EAST ST 21,10 TO 12,91,New Generation,1985,62 years,490000
2022-06,JURONG EAST,4 ROOM,314,JURONG EAST ST 32,10 TO 12,104,Model A,1984,61 years 02 months,460000
2022-06,JURONG EAST,4 ROOM,112,JURONG EAST ST 13,10 TO 12,90,New Generation,1981,58 years 01 month,468000
2022-07,JURONG EAST,4 ROOM,56,TEBAN GDNS RD,10 TO 12,92,Model A,2016,93 years 05 months,536000
2022-08,JURONG EAST,4 ROOM,332,JURONG EAST AVE 1,10 TO 12,106,Model A,1985,62 years 02 months,445000
2022-08,JURONG EAST,4 ROOM,248,JURONG EAST ST 24,10 TO 12,94,New Generation,1983,59 years 08 months,446000
2022-08,JURONG EAST,4 ROOM,24,TEBAN GDNS RD,10 TO 12,99,Model A,1993,70 years 01 month,450000
2022-08,JURONG EAST,4 ROOM,309,JURONG EAST ST 32,10 TO 12,103,Model A,1983,60 years,460000
2022-08,JURONG EAST,4 ROOM,21,TEBAN GDNS RD,10 TO 12,87,Model A,2013,90 years 02 months,508000
2022-09,JURONG EAST,4 ROOM,304,JURONG EAST ST 32,10 TO 12,99,New Generation,1983,60 years 01 month,455888
2022-09,JURONG EAST,4 ROOM,57,TEBAN GDNS RD,10 TO 12,92,Model A,2016,93 years 03 months,518000
2022-09,JURONG EAST,4 ROOM,204,JURONG EAST ST 21,10 TO 12,98,New Generation,1983,59 years 07 months,560000
2022-10,JURONG EAST,4 ROOM,48,TEBAN GDNS RD,10 TO 12,93,New Generation,1985,62 years 02 months,445000
2022-10,JURONG EAST,4 ROOM,217,JURONG EAST ST 21,10 TO 12,91,New Generation,1985,61 years 04 months,480000
2022-10,JURONG EAST,4 ROOM,25,TEBAN GDNS RD,10 TO 12,107,Model A,1993,69 years 10 months,480000
2022-11,JURONG EAST,4 ROOM,31,TEBAN GDNS RD,10 TO 12,99,New Generation,1981,57 years 08 months,425000
2023-01,JURONG EAST,4 ROOM,217,JURONG EAST ST 21,10 TO 12,91,New Generation,1985,61 years 01 month,450000
2023-01,JURONG EAST,4 ROOM,25,TEBAN GDNS RD,10 TO 12,107,Model A,1993,69 years 07 months,473000
2023-02,JURONG EAST,4 ROOM,219,JURONG EAST ST 21,10 TO 12,91,New Generation,1985,61 years 02 months,472000
2023-02,JURONG EAST,4 ROOM,312,JURONG EAST ST 32,10 TO 12,104,Model A,1984,60 years 07 months,510000
2023-02,JURONG EAST,4 ROOM,409,PANDAN GDNS,10 TO 12,97,New Generation,1978,54 years 09 months,450000
2023-03,JURONG EAST,4 ROOM,113,JURONG EAST ST 13,10 TO 12,90,New Generation,1981,57 years 03 months,475000
2023-03,JURONG EAST,4 ROOM,302,JURONG EAST ST 32,10 TO 12,94,New Generation,1983,59 years 11 months,465000
2023-04,JURONG EAST,4 ROOM,243,JURONG EAST ST 24,10 TO 12,94,New Generation,1983,58 years 11 months,492000
2023-04,JURONG EAST,4 ROOM,250,JURONG EAST ST 24,10 TO 12,94,New Generation,1986,62 years 03 months,468000
2023-04,JURONG EAST,4 ROOM,31,TEBAN GDNS RD,10 TO 12,99,New Generation,1981,57 years 03 months,455800
2023-05,JURONG EAST,4 ROOM,263,JURONG EAST ST 24,10 TO 12,98,New Generation,1983,58 years 09 months,450000
2023-05,JURONG EAST,4 ROOM,257,JURONG EAST ST 24,10 TO 12,96,New Generation,1983,58 years 08 months,453000
2023-05,JURONG EAST,4 ROOM,316,JURONG EAST ST 32,10 TO 12,105,Model A,1984,60 years 03 months,528000
2023-06,JURONG EAST,4 ROOM,314,JURONG EAST ST 32,10 TO 12,104,Model A,1984,60 years 02 months,500000
2023-07,JURONG EAST,4 ROOM,25,TEBAN GDNS RD,10 TO 12,107,Model A,1993,69 years,506000
2023-08,JURONG EAST,4 ROOM,52,TEBAN GDNS RD,10 TO 12,83,Simplified,1987,62 years 10 months,425000
2023-09,JURONG EAST,4 ROOM,322,JURONG EAST ST 31,10 TO 12,98,New Generation,1985,61 years 01 month,465000
2023-09,JURONG EAST,4 ROOM,41,TEBAN GDNS RD,10 TO 12,99,New Generation,1981,56 years 10 months,450000
2023-10,JURONG EAST,4 ROOM,224,JURONG EAST ST 21,10 TO 12,91,New Generation,1984,60 years,460000
2023-10,JURONG EAST,4 ROOM,322,JURONG EAST ST 31,10 TO 12,99,New Generation,1985,60 years 11 months,520888
2023-10,JURONG EAST,4 ROOM,25,TEBAN GDNS RD,10 TO 12,99,Model A,1993,68 years 10 months,480000
2023-11,JURONG EAST,4 ROOM,62,TEBAN GDNS RD,10 TO 12,90,Model A,2003,78 years 07 months,495000
2023-12,JURONG EAST,4 ROOM,228,JURONG EAST ST 21,10 TO 12,84,Simplified,1987,63 years,480000
2023-12,JURONG EAST,4 ROOM,316,JURONG EAST ST 32,10 TO 12,105,Model A,1984,59 years 09 months,518000
2023-12,JURONG EAST,4 ROOM,22,TEBAN GDNS RD,10 TO 12,87,Model A,2013,88 years 09 months,550000
2024-01,JURONG EAST,4 ROOM,339,JURONG EAST AVE 1,10 TO 12,104,Model A,1983,58 years 07 months,450000
2024-01,JURONG EAST,4 ROOM,248,JURONG EAST ST 24,10 TO 12,105,New Generation,1983,58 years 03 months,470000
2024-01,JURONG EAST,4 ROOM,308,JURONG EAST ST 32,10 TO 12,104,Model A,1984,59 years 03 months,505000
2024-01,JURONG EAST,4 ROOM,30,TEBAN GDNS RD,10 TO 12,99,New Generation,1981,56 years 08 months,448000
2024-02,JURONG EAST,4 ROOM,113,JURONG EAST ST 13,10 TO 12,94,New Generation,1981,56 years 04 months,520000
2024-02,JURONG EAST,4 ROOM,218,JURONG EAST ST 21,10 TO 12,91,New Generation,1984,59 years 09 months,505000
2024-02,JURONG EAST,4 ROOM,316,JURONG EAST ST 32,10 TO 12,104,Model A,1984,59 years 06 months,547000
2024-03,JURONG EAST,4 ROOM,257,JURONG EAST ST 24,10 TO 12,94,New Generation,1983,58 years,465000
2024-03,JURONG EAST,4 ROOM,63,TEBAN GDNS RD,10 TO 12,90,Model A,2003,78 years 04 months,485000
